id,employeename,jobtitle,basepay,overtimepay,otherpay,benefits,year,status,total_compensation,is_executive,job_level
911,Employee_911,ANIMAL CARE ATTENDANT,107009.26,3641.99,8035.78,33220.25,2020,FT,118687.02978515625,False,Medium
912,Employee_912,POLICE OFFICER 3,71719.98,0.0,6412.77,31197.4,2023,PT,78132.75001953125,False,Medium
913,Employee_913,GENERAL LABORER,23316.46,0.0,484.2,8517.72,2019,FT,23800.66001220703,False,Standard
914,Employee_914,CHIEF INVESTMENT OFFICER,122616.52,0.0,4165.71,35839.16,2021,PT,126782.2299609375,True,Medium
915,Employee_915,DIRECTOR OF PUBLIC WORKS,212143.14,11971.79,218.13,59154.14,2022,FT,224333.06000488283,True,High
916,Employee_916,SENIOR CLERK,113525.52,14377.21,2008.07,,2019,PT,129910.79994628907,False,Medium
917,Employee_917,ASSISTANT DEPUTY CHIEF 2,96808.0,11634.53,4027.95,32297.18,2019,FT,112470.47995117187,True,Medium
918,Employee_918,ANIMAL CARE ATTENDANT,81822.13,11381.55,5339.0,26277.67,2023,FT,98542.68000000001,False,Medium
919,Employee_919,DEPUTY SHERIFF,55159.73,15324.05,4685.62,21381.76,2019,FT,75169.4001171875,False,Medium
920,Employee_920,HEAD LIBRARIAN,64385.77,0.0,2224.97,17819.5,2022,PT,66610.73997070311,True,Standard
921,Employee_921,SOCIAL WORKER,63032.61,3755.81,9450.27,23379.34,2023,FT,76238.68953125,False,Medium
922,Employee_922,DIRECTOR OF PUBLIC WORKS,122111.9,1482.5,904.94,40204.48,2022,FT,124499.3400024414,True,Medium
924,Employee_924,POLICE OFFICER 3,47016.81,2042.23,2244.1,19206.95,2021,PT,51303.14009765625,False,Standard
925,Employee_925,DEPUTY SHERIFF,70206.71,0.0,6422.02,,2022,FT,76628.73001953126,False,Medium
926,Employee_926,ACCOUNTANT INTERN,61836.54,0.0,1770.04,24365.4,2021,PT,63606.5800390625,False,Standard
927,Employee_927,ASSISTANT DEPUTY CHIEF 2,140213.21,6869.68,2477.17,57762.85,2021,FT,149560.05992187498,True,Medium
928,Employee_928,CUSTODIAN,45706.63,3934.82,372.43,19703.97,2019,FT,50013.87999267578,False,Standard
929,Employee_929,ELECTRICAL TRANSIT SYSTEM MECHANIC,84282.27,0.0,641.89,23536.52,2022,FT,84924.16001464844,False,Medium
930,Employee_930,DIRECTOR OF PUBLIC WORKS,78752.19,13278.6,361.29,26503.84,2022,PT,92392.08000854493,True,Medium
931,Employee_931,ASSISTANT DEPUTY CHIEF 2,185138.43,0.0,3413.45,64781.68,2022,FT,188551.87995117187,True,High
932,Employee_932,ASSISTANT MEDICAL EXAMINER,35684.83,2265.01,1707.86,10752.54,2019,FT,39657.699985351566,False,Standard
933,Employee_933,DEPUTY SHERIFF,48148.91,6887.04,3305.02,15334.53,2022,FT,58340.970019531254,False,Standard
934,Employee_934,HEAD LIBRARIAN,117521.12,0.0,3018.32,31467.37,2022,FT,120539.44006835937,True,Medium
935,Employee_935,SENIOR CLERK,134270.06,4881.25,722.36,47686.07,2019,PT,139873.66998535156,False,Medium
936,Employee_936,ACCOUNTANT INTERN,76300.86,4654.8,2376.19,30891.26,2023,FT,83331.84994140625,False,Medium
937,Employee_937,POLICE OFFICER 3,81257.16,10522.52,2637.4,27270.75,2021,PT,94417.07990234376,False,Medium
938,Employee_938,POLICE OFFICER 3,70350.74,0.0,11079.95,31760.42,2021,FT,81430.6901953125,False,Medium
939,Employee_939,SENIOR CLERK,64313.64,0.0,6434.52,26091.24,2022,PT,70748.16001953125,False,Standard
940,Employee_940,CHIEF OF POLICE,108355.02,2793.18,6020.55,30653.58,2021,PT,117168.7498046875,True,Medium
941,Employee_941,ASSISTANT MEDICAL EXAMINER,45761.81,3182.8,23.82,15233.86,2021,FT,48968.429999694825,False,Standard
942,Employee_942,ELECTRICAL TRANSIT SYSTEM MECHANIC,44425.8,3273.9,2028.53,,2020,FT,49728.23002929688,False,Standard
943,Employee_943,ACCOUNTANT INTERN,78034.98,8558.54,446.09,,2023,PT,87039.60999633788,False,Medium
944,Employee_944,SENIOR CLERK,61797.37,1255.04,1936.25,,2023,FT,64988.66,False,Standard
945,Employee_945,REGISTERED NURSE,76391.08,0.0,233.68,27047.14,2019,FT,76624.75999267578,False,Medium
946,Employee_946,REGISTERED NURSE,43963.54,0.0,5978.55,19011.69,2022,FT,49942.0898046875,False,Standard
947,Employee_947,CHIEF INVESTMENT OFFICER,136669.79,4727.35,4522.24,42721.89,2019,PT,145919.380234375,True,Medium
948,Employee_948,REGISTERED NURSE,60226.35,0.0,910.14,23845.12,2020,FT,61136.490014648436,False,Standard
949,Employee_949,ACCOUNTANT INTERN,98132.31,0.0,1055.55,38526.2,2023,FT,99187.86004882812,False,Medium
950,Employee_950,DEPUTY SHERIFF,76474.38,8771.38,4247.37,32300.16,2019,FT,89493.13011718751,False,Medium
951,Employee_951,SPECIAL NURSE,94715.66,1729.97,287.09,30987.31,2020,FT,96732.7199963379,False,Medium
952,Employee_952,CUSTODIAN,54887.07,2651.61,2238.76,15366.83,2020,FT,59777.440009765625,False,Standard
953,Employee_953,DIRECTOR OF PUBLIC WORKS,120908.87,0.0,3205.54,31555.68,2022,PT,124114.4100390625,True,Medium
954,Employee_954,ELECTRICAL TRANSIT SYSTEM MECHANIC,50378.26,3244.24,3172.79,,2021,FT,56795.2900390625,False,Standard
956,Employee_956,DIRECTOR OF PUBLIC WORKS,110088.46,0.0,38.91,40715.73,2023,PT,110127.36999984742,True,Medium
957,Employee_957,ELECTRICAL TRANSIT SYSTEM MECHANIC,55482.84,9964.44,347.08,25809.14,2021,FT,65794.35998657226,False,Standard
958,Employee_958,HEAD LIBRARIAN,68534.91,2307.06,1400.95,19961.03,2022,FT,72242.91995117188,True,Standard
960,Employee_960,ELECTRICAL TRANSIT SYSTEM MECHANIC,23205.04,0.0,1655.75,7524.2,2020,FT,24860.79,False,Standard
961,Employee_961,POLICE OFFICER 3,48873.07,9648.29,4448.78,,2023,FT,62970.13978515625,False,Standard
962,Employee_962,ELECTRICAL TRANSIT SYSTEM MECHANIC,82549.88,0.0,2140.85,,2023,PT,84690.73009765625,False,Medium
964,Employee_964,FIREFIGHTER,42637.54,4553.59,4353.89,17336.38,2020,FT,51545.020136718755,False,Standard
965,Employee_965,ACCOUNTANT INTERN,105817.97,3221.6,3510.2,37628.33,2019,FT,112549.76995117188,False,Medium
966,Employee_966,DIRECTOR OF PUBLIC WORKS,97359.13,0.0,1188.26,28396.84,2023,FT,98547.39000976563,True,Medium
967,Employee_967,DIRECTOR OF PUBLIC WORKS,129915.56,0.0,6938.63,38019.27,2022,PT,136854.1898828125,True,Medium
968,Employee_968,CUSTODIAN,82846.34,0.0,3655.82,25478.9,2020,FT,86502.16006835937,False,Medium
969,Employee_969,ACCOUNTANT INTERN,83250.52,0.0,3611.37,24935.71,2021,PT,86861.8901171875,False,Medium
970,Employee_970,TRANSIT OPERATOR,39553.72,398.71,3975.02,14655.48,2022,FT,43927.45001953125,False,Standard
971,Employee_971,CUSTODIAN,65378.81,0.0,243.21,19439.24,2021,FT,65622.02000671386,False,Standard
972,Employee_972,ELECTRICAL TRANSIT SYSTEM MECHANIC,37635.45,1017.81,4073.92,15353.66,2023,FT,42727.179921874995,False,Standard
973,Employee_973,CHIEF OF POLICE,214067.44,8557.2,70.25,74645.31,2019,FT,222694.89,True,High
974,Employee_974,SENIOR CLERK,49533.24,2156.49,1840.9,17656.52,2020,PT,53530.63002441406,False,Standard
975,Employee_975,POLICE OFFICER 3,49043.2,4235.37,387.37,21074.3,2019,FT,53665.93999511719,False,Standard
976,Employee_976,FIREFIGHTER,49187.98,0.0,2009.47,15275.34,2022,PT,51197.44997070313,False,Standard
977,Employee_977,REGISTERED NURSE,40066.79,0.0,298.16,,2022,FT,40364.95000366211,False,Standard
979,Employee_979,GENERAL LABORER,118448.96,0.0,1526.82,43255.89,2021,PT,119975.77994628907,False,Medium
980,Employee_980,ASSISTANT DEPUTY CHIEF 2,108873.03,0.0,3471.98,36555.0,2019,FT,112345.00998046875,True,Medium
982,Employee_982,ASSISTANT MEDICAL EXAMINER,25261.49,0.0,2849.6,7034.14,2019,FT,28111.09009765625,False,Standard
983,Employee_983,ASSISTANT DEPUTY CHIEF 2,117212.09,0.0,4978.75,43505.02,2022,FT,122190.84,True,Medium
986,Employee_986,HEAD LIBRARIAN,111641.26,0.0,4293.69,36591.18,2020,FT,115934.94994140624,True,Medium
988,Employee_988,CUSTODIAN,76461.67,0.0,5495.61,27513.08,2019,FT,81957.27986328125,False,Medium
989,Employee_989,DEPUTY SHERIFF,63677.5,4535.65,1120.11,19817.82,2021,FT,69333.25998535156,False,Standard
990,Employee_990,ANIMAL CARE ATTENDANT,47967.56,2798.72,5103.29,18314.89,2021,FT,55869.5700390625,False,Standard
991,Employee_991,GENERAL LABORER,83316.66,10274.98,2368.77,,2022,FT,95960.41001953125,False,Medium
992,Employee_992,ASSISTANT DEPUTY CHIEF 2,126450.5,0.0,3522.9,,2022,FT,129973.39990234375,True,Medium
993,Employee_993,FIREFIGHTER,87767.15,1876.37,3210.89,29251.31,2019,FT,92854.40989257811,False,Medium
994,Employee_994,SENIOR CLERK,111541.96,4092.05,5722.19,38277.3,2020,FT,121356.19994140626,False,Medium
995,Employee_995,ASSISTANT DEPUTY CHIEF 2,74816.57,0.0,4164.24,31407.56,2021,FT,78980.810234375,True,Medium
996,Employee_996,HEAD LIBRARIAN,61973.33,0.0,671.16,24066.11,2020,FT,62644.48997314453,True,Standard
997,Employee_997,ASSISTANT DEPUTY CHIEF 2,98800.53,0.0,76.2,,2019,PT,98876.72999694824,True,Medium
998,Employee_998,GENERAL LABORER,48874.69,0.0,1850.74,21311.77,2023,FT,50725.42999023438,False,Standard
999,Employee_999,CHIEF INVESTMENT OFFICER,153189.06,0.0,280.3,41543.39,2022,PT,153469.35998779297,True,High
1000,Employee_1000,CHIEF OF POLICE,138647.15,0.0,1156.58,52847.02,2021,PT,139803.72995605468,True,Medium
1001,Employee_1001,ANIMAL CARE ATTENDANT,91983.68,5139.02,4384.16,28168.0,2020,FT,101506.86015625,False,Medium
1002,Employee_1002,SENIOR ENGINEER,101308.66,12646.46,2647.79,36594.72,2023,PT,116602.9100390625,False,Medium
1004,Employee_1004,SOCIAL WORKER,93994.6,0.0,30.5,24875.03,2021,FT,94025.1,False,Medium
1005,Employee_1005,REGISTERED NURSE,79394.55,713.42,7710.38,33016.9,2023,FT,87818.3498828125,False,Medium
1006,Employee_1006,ACCOUNTANT INTERN,71362.02,2844.84,3209.46,25099.15,2023,FT,77416.3199609375,False,Medium
1007,Employee_1007,RECREATION LEADER,99609.06,3454.21,1850.73,27975.18,2020,FT,104913.99998046875,False,Medium
1008,Employee_1008,CHIEF OF POLICE,130146.51,984.19,2501.82,52500.7,2022,FT,133632.52006835936,True,Medium
1009,Employee_1009,SENIOR ENGINEER,83087.14,0.0,2014.01,28286.32,2019,PT,85101.15000976562,False,Medium
1010,Employee_1010,CHIEF OF POLICE,95838.36,0.0,7676.55,39552.65,2019,PT,103514.9098046875,True,Medium
1011,Employee_1011,DEPUTY SHERIFF,84060.51,0.0,6672.91,34511.91,2020,PT,90733.42015625,False,Medium
1012,Employee_1012,ANIMAL CARE ATTENDANT,94741.01,0.0,2822.72,24605.1,2023,PT,97563.72997070312,False,Medium
1013,Employee_1013,DEPUTY SHERIFF,68988.25,11197.33,1446.01,23650.8,2022,FT,81631.59000976563,False,Medium
1014,Employee_1014,CUSTODIAN,96158.31,15732.92,871.5,33889.51,2021,FT,112762.73,False,Medium
1015,Employee_1015,CHIEF OF POLICE,55079.46,0.0,557.78,18373.06,2020,FT,55637.240029296874,True,Standard
1016,Employee_1016,RECREATION LEADER,68890.93,12295.12,5834.46,22693.2,2019,FT,87020.50996093749,False,Medium
1017,Employee_1017,ELECTRICAL TRANSIT SYSTEM MECHANIC,69198.1,0.0,6895.16,23462.98,2020,PT,76093.26015625,False,Medium
1018,Employee_1018,CHIEF OF POLICE,99828.2,14259.4,2587.68,43426.04,2019,FT,116675.27993164062,True,Medium
1019,Employee_1019,TRANSIT OPERATOR,117677.22,0.0,1090.76,32777.43,2019,FT,118767.98000976563,False,Medium
1020,Employee_1020,REGISTERED NURSE,68676.15,9706.99,6646.13,30201.67,2022,FT,85029.2698828125,False,Medium
1021,Employee_1021,SPECIAL NURSE,61845.38,0.0,935.72,20030.27,2019,FT,62781.09997070312,False,Standard
1022,Employee_1022,SPECIAL NURSE,70519.24,2768.61,2155.47,19660.96,2019,FT,75443.31997070313,False,Medium
1023,Employee_1023,SOCIAL WORKER,29943.73,3751.98,3388.9,10257.83,2021,FT,37084.60990234375,False,Standard
1024,Employee_1024,RECREATION LEADER,54802.64,1972.98,588.4,15554.52,2020,FT,57364.020024414065,False,Standard
1025,Employee_1025,RECREATION LEADER,89664.8,7727.51,92.26,33433.08,2021,FT,97484.57000213623,False,Medium
1026,Employee_1026,SPECIAL NURSE,57421.09,0.0,141.21,15144.56,2019,FT,57562.300006713864,False,Standard
1028,Employee_1028,DEPUTY SHERIFF,96190.51,0.0,7743.1,38559.25,2021,FT,103933.61009765624,False,Medium
1029,Employee_1029,ASSISTANT DEPUTY CHIEF 2,174249.16,14338.54,2344.38,50025.98,2022,FT,190932.0798828125,True,High
1030,Employee_1030,GENERAL LABORER,80339.81,0.0,1195.34,31246.68,2021,FT,81535.14996582031,False,Medium
1031,Employee_1031,CHIEF OF POLICE,109615.78,0.0,200.48,43253.78,2021,FT,109816.25999572754,True,Medium
1032,Employee_1032,POLICE OFFICER 3,65210.58,12746.72,2005.24,20512.01,2021,FT,79962.53999023438,False,Medium
1033,Employee_1033,SENIOR ENGINEER,70092.1,0.0,349.33,27651.74,2020,FT,70441.42998657227,False,Standard
1036,Employee_1036,SENIOR ENGINEER,74930.59,18384.26,784.06,25992.22,2019,FT,94098.90999755859,False,Medium
1037,Employee_1037,SOCIAL WORKER,49305.58,10522.66,1431.24,22826.41,2022,FT,61259.47999023438,False,Standard
1038,Employee_1038,TRANSIT OPERATOR,38725.9,5255.21,1443.64,17092.74,2022,FT,45424.75001464844,False,Standard
1039,Employee_1039,SENIOR CLERK,96704.47,0.0,1047.31,38783.14,2020,FT,97751.78005859375,False,Medium
1040,Employee_1040,RECREATION LEADER,74691.91,0.0,675.66,30062.62,2020,FT,75367.56997314453,False,Medium
1041,Employee_1041,ASSISTANT MEDICAL EXAMINER,104015.86,0.0,4286.59,28307.95,2020,PT,108302.44984375,False,Medium
1042,Employee_1042,RECREATION LEADER,56633.23,0.0,3312.21,20902.65,2022,FT,59945.4399609375,False,Standard
1043,Employee_1043,ELECTRICAL TRANSIT SYSTEM MECHANIC,75922.01,7202.36,6722.84,26141.67,2022,FT,89847.20984375,False,Medium
1044,Employee_1044,GENERAL LABORER,76254.25,0.0,2406.59,21146.92,2019,FT,78660.84008789062,False,Medium
1045,Employee_1045,ASSISTANT MEDICAL EXAMINER,64923.25,0.0,3830.05,18722.85,2021,FT,68753.30004882812,False,Standard
1046,Employee_1046,POLICE OFFICER 3,84886.67,0.0,4175.23,34775.61,2019,FT,89061.89998046875,False,Medium
1047,Employee_1047,DEPUTY SHERIFF,85504.58,5497.73,124.18,,2021,FT,91126.49000030517,False,Medium
1048,Employee_1048,DIRECTOR OF PUBLIC WORKS,130131.98,0.0,743.08,33709.38,2020,FT,130875.06001708984,True,Medium
1049,Employee_1049,ASSISTANT MEDICAL EXAMINER,64887.21,0.0,1096.81,26237.52,2020,FT,65984.02005859374,False,Standard
1050,Employee_1050,REGISTERED NURSE,62849.4,1317.94,1258.8,24284.34,2021,FT,65426.14004882813,False,Standard
1051,Employee_1051,CHIEF OF POLICE,76760.86,0.0,4097.61,23964.58,2020,PT,80858.46986328125,True,Medium
1052,Employee_1052,GENERAL LABORER,53881.64,2527.11,248.71,18166.08,2020,FT,56657.46000671387,False,Standard
1053,Employee_1053,CHIEF OF POLICE,103607.73,0.0,3823.79,38566.45,2022,FT,107431.5200390625,True,Medium
1054,Employee_1054,CHIEF INVESTMENT OFFICER,85537.02,2673.99,5103.76,32791.26,2023,PT,93314.76976562501,True,Medium
1055,Employee_1055,SPECIAL NURSE,78798.48,8441.71,843.3,28139.34,2019,FT,88083.48998779297,False,Medium
1056,Employee_1056,CHIEF INVESTMENT OFFICER,169078.6,22.2,5501.41,,2020,FT,174602.21015625002,True,High
1057,Employee_1057,SENIOR CLERK,67390.38,0.0,1487.09,,2023,FT,68877.46996582032,False,Standard
1058,Employee_1058,ANIMAL CARE ATTENDANT,75668.83,833.15,487.43,25028.87,2021,FT,76989.40999267578,False,Medium
1059,Employee_1059,ELECTRICAL TRANSIT SYSTEM MECHANIC,49317.78,6020.24,29.47,16667.66,2020,FT,55367.48999931335,False,Standard
1060,Employee_1060,CUSTODIAN,63901.56,2335.88,7084.07,21465.44,2021,PT,73321.50982421875,False,Standard
1061,Employee_1061,ANIMAL CARE ATTENDANT,56193.41,4205.26,1035.41,17843.12,2019,FT,61434.08003417969,False,Standard
1062,Employee_1062,ASSISTANT MEDICAL EXAMINER,82037.91,8177.24,5171.72,33131.87,2019,FT,95386.87021484376,False,Medium
1063,Employee_1063,POLICE OFFICER 3,56424.24,10494.53,252.19,21117.79,2022,FT,67170.96000244141,False,Standard
1064,Employee_1064,ASSISTANT MEDICAL EXAMINER,90233.21,0.0,606.37,28511.85,2021,FT,90839.5799951172,False,Medium
1065,Employee_1065,SENIOR ENGINEER,84611.26,0.0,4995.44,24541.31,2022,FT,89606.69994140624,False,Medium
1066,Employee_1066,ELECTRICAL TRANSIT SYSTEM MECHANIC,57007.93,0.0,2892.51,23617.52,2020,FT,59900.440009765625,False,Standard
1067,Employee_1067,ACCOUNTANT INTERN,44933.89,0.0,5570.15,14322.39,2023,FT,50504.03990234375,False,Standard
1068,Employee_1068,HEAD LIBRARIAN,112596.14,4764.35,3851.88,37686.91,2021,PT,121212.3698828125,True,Medium
1069,Employee_1069,GENERAL LABORER,87904.37,0.0,1892.32,25011.14,2022,PT,89796.68994628906,False,Medium
1071,Employee_1071,ASSISTANT MEDICAL EXAMINER,114776.63,2753.07,1912.48,37674.37,2019,PT,119442.17998046876,False,Medium
1074,Employee_1074,ASSISTANT DEPUTY CHIEF 2,114551.01,0.0,1522.37,42241.65,2023,FT,116073.37999511718,True,Medium
1075,Employee_1075,SENIOR CLERK,103212.11,0.0,3717.83,,2020,FT,106929.940078125,False,Medium
1076,Employee_1076,POLICE OFFICER 3,53239.62,1996.67,3775.57,18900.82,2019,FT,59011.860068359376,False,Standard
1077,Employee_1077,ASSISTANT MEDICAL EXAMINER,93325.77,2946.08,4625.71,39752.15,2023,FT,100897.5599609375,False,Medium
1078,Employee_1078,POLICE OFFICER 3,77232.01,4727.86,2660.67,33295.59,2022,FT,84620.539921875,False,Medium
1079,Employee_1079,ELECTRICAL TRANSIT SYSTEM MECHANIC,75129.18,359.51,2173.71,27625.73,2020,FT,77662.39996093749,False,Medium
1080,Employee_1080,RECREATION LEADER,83739.07,1593.74,1194.65,31497.92,2022,PT,86527.46002441407,False,Medium
1081,Employee_1081,ACCOUNTANT INTERN,104456.6,1640.21,1738.34,41501.86,2023,PT,107835.14996582032,False,Medium
1082,Employee_1082,CHIEF INVESTMENT OFFICER,132154.39,0.0,1364.66,54631.02,2020,FT,133519.0500341797,True,Medium
1083,Employee_1083,CHIEF INVESTMENT OFFICER,121930.55,30.53,18.66,32000.31,2022,FT,121979.73999984741,True,Medium
1084,Employee_1084,ASSISTANT DEPUTY CHIEF 2,180313.91,0.0,7053.37,74872.12,2022,FT,187367.2801171875,True,High
1085,Employee_1085,FIREFIGHTER,89351.01,0.0,5485.49,33709.95,2021,FT,94836.500234375,False,Medium
1086,Employee_1086,RECREATION LEADER,63580.4,0.0,2989.97,22561.48,2022,FT,66570.36997070312,False,Standard
1087,Employee_1087,ANIMAL CARE ATTENDANT,70103.73,4567.07,2452.87,24060.66,2020,FT,77123.67011718749,False,Medium
1088,Employee_1088,CHIEF INVESTMENT OFFICER,133033.71,4744.09,3419.39,42423.89,2023,FT,141197.1898925781,True,Medium
1089,Employee_1089,HEAD LIBRARIAN,115854.39,0.0,658.09,43183.2,2023,FT,116512.48002685547,True,Medium
1090,Employee_1090,REGISTERED NURSE,42868.0,0.0,743.08,15183.86,2023,FT,43611.080017089844,False,Standard
1091,Employee_1091,CHIEF OF POLICE,70470.55,8604.03,305.24,22234.75,2022,FT,79379.81999023438,True,Medium
1092,Employee_1092,SENIOR CLERK,67927.86,0.0,3610.79,,2019,FT,71538.6500390625,False,Standard
1094,Employee_1094,ELECTRICAL TRANSIT SYSTEM MECHANIC,57123.52,0.0,1290.5,18957.17,2021,FT,58414.02,False,Standard
1096,Employee_1096,SPECIAL NURSE,66621.42,2426.3,1463.36,24351.19,2021,FT,70511.07998535156,False,Standard
1097,Employee_1097,RECREATION LEADER,73927.89,0.0,1557.54,20516.13,2021,FT,75485.4300390625,False,Medium
1099,Employee_1099,TRANSIT OPERATOR,60767.16,0.0,2.76,17550.73,2022,PT,60769.91999999047,False,Standard
1100,Employee_1100,SENIOR CLERK,106268.7,0.0,595.54,36446.53,2020,FT,106864.23997802734,False,Medium
1101,Employee_1101,CHIEF OF POLICE,147418.29,0.0,2917.15,58593.6,2019,PT,150335.43990234376,True,High
1102,Employee_1102,SENIOR CLERK,72161.08,1242.31,2624.13,27892.1,2023,FT,76027.5198828125,False,Medium
1103,Employee_1103,ACCOUNTANT INTERN,73233.25,0.0,2663.3,27463.67,2019,PT,75896.55004882812,False,Medium
1104,Employee_1104,POLICE OFFICER 3,113976.96,0.0,267.13,34220.09,2019,FT,114244.09000488282,False,Medium
1105,Employee_1105,CUSTODIAN,69648.04,0.0,4566.42,19797.16,2019,PT,74214.459921875,False,Standard
1107,Employee_1107,DEPUTY SHERIFF,66524.75,3757.61,3243.65,23905.37,2019,PT,73526.00990234375,False,Standard
1108,Employee_1108,ACCOUNTANT INTERN,71843.54,4763.45,2820.88,21054.47,2023,PT,79427.86988281249,False,Medium
1109,Employee_1109,ACCOUNTANT INTERN,66976.63,10901.34,1689.81,26276.89,2021,FT,79567.78005859375,False,Medium
1110,Employee_1110,TRANSIT OPERATOR,69372.91,0.0,1531.8,24909.64,2020,FT,70904.71004882813,False,Standard
1111,Employee_1111,HEAD LIBRARIAN,61696.6,16109.59,1889.41,,2019,FT,79695.60003417969,True,Medium
1112,Employee_1112,FIREFIGHTER,50747.39,0.0,4945.84,14000.57,2021,PT,55693.22984375,False,Standard
1113,Employee_1113,FIREFIGHTER,67013.3,4846.57,2622.5,25565.41,2019,FT,74482.37,False,Standard
1114,Employee_1114,CUSTODIAN,66694.64,7428.7,5567.1,20401.89,2023,FT,79690.44009765625,False,Medium
1115,Employee_1115,FIREFIGHTER,58676.21,0.0,3107.16,19456.76,2020,PT,61783.369912109374,False,Standard
1116,Employee_1116,CHIEF OF POLICE,119627.51,5643.3,938.55,47166.49,2021,FT,126209.35998779297,True,Medium
1117,Employee_1117,CHIEF INVESTMENT OFFICER,128196.53,9984.31,726.23,55538.82,2019,PT,138907.06998046875,True,Medium
1118,Employee_1118,DIRECTOR OF PUBLIC WORKS,149240.06,7114.42,1252.76,48156.17,2019,PT,157607.24000976564,True,High
1119,Employee_1119,SENIOR ENGINEER,88420.49,0.0,2600.47,23030.04,2020,FT,91020.95997070313,False,Medium
1120,Employee_1120,CHIEF OF POLICE,140367.72,0.0,969.1,45784.01,2019,FT,141336.81997558594,True,Medium
